
Gunt Gerätebau GmbH
Fahrenberg 14, Postfach 1125,
22885 Barsbuettel
Germany, Tel ++4940 / 67 08 54 -0

Name:	CE 600

Date:	21.02.2023
Time:	14:52:25
Comment:	Comment Max. 70 Letters                                               

Data Start	
t	T1, Temperature 1	T2, Temperature 2	T3, Temperature 3	T4, Temperature 4	T5, Temperature 5	T6, Temperature 6	T7, Temperature 7	T8, Temperature 8	T9, Temperature 9	T10, Temperature 10	T11, Temperature 11	T12, Temperature 12	T13, Temperature 13	T14, Temperature 14	T15, Temperature 15	T16, Temperature 16	dp, Differential Pressure	Y1, Control Variable Heater	Y2, Control Variable Ratio Volumetric Flow	Y3, Control Variable Volumetric Flow	
h:min:s	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	mbar	%	%	%	
14:52:46	22.7051	23.1445	24.5361	23.6572	23.2178	22.7051	22.6318	22.7051	22.4121	22.7051	22.7051	23.0713	23.2178	21.1670	8.4961	9.0088	8.1787	0.0000	0.0000	0.0000
14:52:47	22.7051	23.0713	24.5361	23.6572	23.1445	22.7051	22.6318	22.6318	22.5586	22.8516	22.6318	22.9980	23.0713	21.0937	8.5693	9.0088	8.1787	0.0000	0.0000	0.0000
14:52:48	22.7051	23.0713	24.6094	23.6572	23.1445	22.7051	22.5586	22.6318	22.5586	22.7783	22.7051	22.9248	23.1445	21.2402	8.5693	9.0088	8.3008	0.0000	0.0000	0.0000
14:52:49	22.7783	22.9980	24.5361	23.6572	23.2178	22.7051	22.6318	22.6318	22.6318	22.8516	22.7051	22.9980	23.1445	21.1670	8.6426	8.9355	8.1787	0.0000	0.0000	0.0000
14:52:50	22.7783	22.9980	24.6094	23.6572	23.1445	22.7051	22.6318	22.6318	22.5586	22.7051	22.7051	23.0713	23.0713	21.4600	8.6426	9.0088	8.0566	0.0000	0.0000	0.0000
14:52:51	22.7783	23.0713	24.6094	23.6572	23.1445	22.7051	22.6318	22.7051	22.4854	22.8516	22.6318	23.0713	23.2178	21.2402	8.5693	9.0820	8.0566	0.0000	0.0000	0.0000
14:52:52	22.7051	23.1445	24.6094	23.6572	23.0713	22.7051	22.5586	22.6318	22.5586	22.7783	22.8516	23.0713	23.1445	21.3135	8.5693	9.0820	7.9346	0.0000	0.0000	0.0000
14:52:53	22.7783	23.0713	24.6094	23.6572	23.0713	22.7051	22.5586	22.7051	22.5586	22.7783	22.7051	22.9980	23.0713	21.3867	8.5693	9.0088	8.0566	0.0000	0.0000	0.0000
14:52:54	22.7051	23.0713	24.5361	23.6572	23.1445	22.7051	22.5586	22.6318	22.4854	22.8516	22.7051	23.1445	23.1445	21.1670	8.5693	8.9355	8.0566	0.0000	0.0000	0.0000
14:52:55	22.7783	22.9980	24.6094	23.6572	23.1445	22.6318	22.5586	22.6318	22.6318	22.7783	22.7783	23.0713	23.1445	21.1670	8.5693	8.8623	8.3008	0.0000	0.0000	0.0000
14:52:56	22.7783	23.0713	24.6094	23.6572	23.1445	22.7051	22.6318	22.6318	22.5586	22.8516	22.7783	22.9980	23.1445	21.2402	8.4961	8.9355	8.1787	0.0000	0.0000	0.0000
14:52:57	22.7051	23.0713	24.5361	23.6572	23.0713	22.7051	22.5586	22.6318	22.6318	22.7051	22.7051	22.9980	23.1445	21.1670	8.4229	9.0088	8.1787	0.0000	0.0000	0.0000
14:52:58	22.7783	23.0713	24.5361	23.5840	23.1445	22.7051	22.6318	22.6318	22.5586	22.9248	22.7051	23.1445	23.1445	21.3135	8.6426	8.9355	8.1787	0.0000	0.0000	0.0000
14:52:59	22.7051	23.0713	24.5361	23.6572	23.1445	22.7051	22.6318	22.6318	22.5586	22.7783	22.6318	23.0713	23.0713	21.2402	8.4961	8.9355	8.3008	0.0000	0.0000	0.0000
14:53:00	22.7051	22.9980	24.4629	23.6572	23.1445	22.7051	22.6318	22.7051	22.6318	22.8516	22.6318	23.2178	23.1445	21.1670	8.6426	8.9355	8.3008	0.0000	0.0000	0.0000
14:53:01	22.7051	23.0713	24.6094	23.6572	23.0713	22.7051	22.6318	22.6318	22.5586	22.7051	22.6318	22.9248	22.9248	21.1670	8.4961	9.0820	8.3008	0.0000	0.0000	0.0000
14:53:02	22.7051	23.0713	24.6094	23.6572	23.1445	22.6318	22.5586	22.7051	22.5586	22.8516	22.6318	22.9980	23.1445	21.2402	8.5693	8.8623	8.1787	0.0000	0.0000	0.0000
14:53:03	22.7783	23.0713	24.5361	23.6572	23.2178	22.7051	22.6318	22.7051	22.5586	22.9980	22.6318	23.0713	23.0713	21.2402	8.6426	9.0088	8.1787	0.0000	0.0000	0.0000
14:53:04	22.7783	23.0713	24.5361	23.6572	23.2178	22.6318	22.6318	22.6318	22.4854	22.7051	22.7783	23.1445	23.1445	21.2402	8.5693	9.0088	8.0566	0.0000	0.0000	0.0000
14:53:05	22.7051	23.0713	24.6094	23.6572	23.1445	22.7051	22.5586	22.7051	22.5586	22.7783	22.7051	23.0713	23.2178	21.3135	8.5693	9.0820	8.1787	0.0000	0.0000	0.0000
14:53:06	22.7783	23.1445	24.6094	23.6572	23.1445	22.7051	22.4854	22.6318	22.4854	22.7051	22.7783	22.9980	23.0713	21.2402	8.6426	9.0088	8.4229	0.0000	0.0000	0.0000
14:53:07	22.7783	23.0713	24.5361	23.6572	23.1445	22.7051	22.5586	22.6318	22.6318	22.7783	22.6318	23.0713	23.1445	21.1670	8.6426	8.8623	8.3008	0.0000	0.0000	0.0000
14:53:08	22.7051	23.1445	24.5361	23.6572	23.1445	22.7051	22.5586	22.6318	22.5586	22.7051	22.6318	22.9980	23.2910	21.2402	8.4961	9.0820	8.1787	0.0000	0.0000	0.0000
14:53:09	22.7051	23.0713	24.6094	23.6572	23.1445	22.7051	22.5586	22.7051	22.6318	22.7783	22.7051	23.1445	23.1445	21.2402	8.6426	8.9355	7.9346	0.0000	0.0000	0.0000
14:53:10	22.7783	23.0713	24.6094	23.6572	23.1445	22.7051	22.5586	22.7051	22.4854	22.8516	22.5586	23.0713	23.2178	21.1670	8.6426	9.0088	8.3008	0.0000	0.0000	0.0000
14:53:11	22.7783	23.1445	24.5361	23.6572	23.1445	22.7051	22.6318	22.7051	22.5586	22.7783	22.5586	23.0713	22.9980	21.3135	8.4229	8.9355	8.1787	0.0000	0.0000	0.0000
14:53:12	22.7783	23.0713	24.5361	23.6572	23.1445	22.7051	22.5586	22.7051	22.5586	22.7783	22.7051	22.9980	23.2178	21.1670	8.5693	9.0820	8.3008	0.0000	0.0000	0.0000
14:53:13	22.7051	23.0713	24.5361	23.6572	23.1445	22.7051	22.6318	22.7051	22.4854	22.9248	22.7051	23.2178	23.1445	21.2402	8.5693	9.0088	8.3008	0.0000	0.0000	0.0000
14:53:14	22.7051	23.1445	24.6094	23.7305	23.1445	22.7051	22.5586	22.7051	22.5586	22.7783	22.5586	23.2178	23.1445	21.1670	8.6426	9.0820	8.1787	0.0000	0.0000	0.0000
14:53:15	22.7783	23.1445	24.5361	23.7305	23.1445	22.7051	22.5586	22.7051	22.6318	22.7783	22.5586	22.9980	23.0713	21.0937	8.5693	8.9355	8.0566	0.0000	0.0000	0.0000
14:53:16	22.7783	23.0713	24.6094	23.6572	23.1445	22.7051	22.6318	22.7051	22.5586	22.9980	22.7783	23.0713	23.2178	21.2402	8.6426	9.0088	7.9346	0.0000	0.0000	0.0000
14:53:17	22.7783	23.0713	24.5361	23.6572	23.2178	22.6318	22.4854	22.6318	22.6318	22.7783	22.7051	22.8516	23.0713	21.2402	8.5693	8.9355	8.0566	0.0000	0.0000	0.0000
14:53:18	22.7051	23.0713	24.6094	23.6572	23.1445	22.7051	22.5586	22.7051	22.4854	22.7783	22.7051	23.2178	23.1445	21.1670	8.4961	8.9355	8.0566	0.0000	0.0000	0.0000
14:53:19	22.7783	23.0713	24.6094	23.6572	23.1445	22.7051	22.6318	22.6318	22.5586	22.7051	22.6318	23.0713	23.2178	21.2402	8.5693	8.9355	8.0566	0.0000	0.0000	0.0000
14:53:20	22.7051	23.0713	24.6094	23.6572	23.1445	22.7051	22.5586	22.6318	22.5586	22.9248	22.7783	23.0713	23.2178	21.1670	8.4229	8.9355	8.0566	0.0000	0.0000	0.0000
14:53:21	22.7051	23.1445	24.5361	23.7305	23.2178	22.7051	22.5586	22.7051	22.6318	22.7051	22.7783	23.2178	23.2178	21.1670	8.4961	8.8623	8.0566	0.0000	0.0000	0.0000
14:53:22	22.7783	23.0713	24.5361	23.6572	23.1445	22.7051	22.6318	22.6318	22.6318	22.7051	22.7051	23.0713	23.0713	21.2402	8.5693	8.9355	8.1787	0.0000	0.0000	0.0000
14:53:23	22.7783	23.0713	24.5361	23.6572	23.1445	22.7051	22.5586	22.7051	22.5586	22.7783	22.6318	22.9980	23.0713	21.3135	8.5693	8.9355	7.9346	0.0000	0.0000	0.0000
14:53:24	22.7783	23.1445	24.5361	23.6572	23.1445	22.6318	22.5586	22.6318	22.6318	22.9248	22.7051	23.1445	23.1445	21.1670	8.5693	8.8623	8.1787	0.0000	0.0000	0.0000
14:53:25	22.7783	23.0713	24.5361	23.6572	23.2178	22.6318	22.5586	22.6318	22.5586	22.8516	22.6318	23.2178	23.2910	21.2402	8.6426	8.8623	8.0566	0.0000	0.0000	0.0000
14:53:26	22.7051	23.0713	24.5361	23.6572	23.1445	22.6318	22.6318	22.6318	22.4854	22.8516	22.6318	23.0713	23.1445	21.1670	8.4961	9.0088	8.1787	0.0000	0.0000	0.0000
14:53:27	22.7783	23.0713	24.5361	23.6572	23.1445	22.7051	22.5586	22.7051	22.5586	22.9248	22.7051	22.9980	23.2178	21.1670	8.7158	8.9355	8.1787	0.0000	0.0000	0.0000
14:53:28	22.7051	23.0713	24.4629	23.6572	23.2178	22.7051	22.6318	22.7051	22.5586	22.7783	22.6318	22.9248	23.2178	21.0937	8.5693	8.9355	8.1787	0.0000	0.0000	0.0000
14:53:29	22.7783	23.0713	24.5361	23.6572	23.1445	22.6318	22.6318	22.7051	22.5586	22.7051	22.7783	23.2178	23.0713	21.1670	8.6426	8.8623	8.1787	0.0000	0.0000	0.0000
14:53:30	22.7783	23.0713	24.5361	23.6572	23.1445	22.7051	22.7051	22.7051	22.5586	22.8516	22.5586	22.9980	23.1445	21.1670	8.4961	9.0820	8.3008	0.0000	0.0000	0.0000
14:53:31	22.7051	23.0713	24.5361	23.6572	23.1445	22.7051	22.5586	22.6318	22.5586	22.8516	22.7051	23.0713	23.1445	21.3135	8.5693	8.9355	8.1787	0.0000	0.0000	0.0000
14:53:32	22.7051	23.0713	24.5361	23.6572	23.1445	22.7051	22.5586	22.6318	22.5586	22.7783	22.7051	23.1445	23.0713	21.2402	8.5693	8.8623	8.3008	0.0000	0.0000	0.0000
14:53:33	22.7783	23.0713	24.6094	23.6572	23.1445	22.7051	22.5586	22.7051	22.5586	22.8516	22.7783	23.1445	23.1445	21.2402	8.6426	8.9355	8.1787	0.0000	0.0000	0.0000
14:53:34	22.7783	23.0713	24.5361	23.7305	23.1445	22.6318	22.5586	22.7051	22.5586	22.8516	22.7051	23.0713	23.2178	21.2402	8.5693	8.8623	8.1787	0.0000	0.0000	0.0000
14:53:35	22.7783	23.0713	24.5361	23.7305	23.1445	22.6318	22.5586	22.7051	22.5586	22.7783	22.7783	23.1445	23.2178	21.2402	8.4961	9.0820	8.1787	0.0000	0.0000	0.0000
14:53:36	22.7783	23.1445	24.5361	23.5840	23.1445	22.7051	22.5586	22.7051	22.4854	22.8516	22.8516	23.2178	23.2178	21.1670	8.4229	8.9355	8.0566	0.0000	0.0000	0.0000
14:53:37	22.7783	23.1445	24.6094	23.6572	23.1445	22.7051	22.4854	22.6318	22.6318	22.8516	22.4854	23.0713	23.1445	21.2402	8.4961	8.7891	8.0566	0.0000	0.0000	0.0000
14:53:38	22.7051	23.0713	24.5361	23.6572	23.1445	22.7051	22.6318	22.7051	22.7051	22.9248	22.6318	22.9980	23.2178	21.2402	8.5693	8.9355	8.1787	0.0000	0.0000	0.0000
14:53:39	22.7783	23.0713	24.6094	23.6572	23.1445	22.6318	22.5586	22.7051	22.4854	22.7051	22.7783	23.0713	22.9980	21.2402	8.5693	8.9355	8.1787	0.0000	0.0000	0.0000
14:53:40	22.7783	22.9980	24.5361	23.7305	23.0713	22.6318	22.6318	22.7051	22.4854	22.7783	22.6318	22.9980	23.0713	21.3135	8.4961	8.8623	8.3008	0.0000	0.0000	0.0000
14:53:41	22.7051	23.0713	24.5361	23.6572	23.2178	22.7051	22.6318	22.7051	22.5586	22.7783	22.7051	23.2178	23.1445	21.2402	8.5693	8.9355	8.0566	0.0000	0.0000	0.0000
14:53:42	22.7051	23.0713	24.5361	23.6572	23.1445	22.7051	22.6318	22.6318	22.5586	22.9248	22.7051	23.0713	23.2178	21.1670	8.4961	8.9355	8.1787	0.0000	0.0000	0.0000
14:53:43	22.7051	23.0713	24.5361	23.6572	23.1445	22.7051	22.6318	22.7051	22.5586	22.8516	22.7051	22.9980	23.2178	21.2402	8.6426	8.9355	8.1787	0.0000	0.0000	0.0000
14:53:44	22.7051	23.0713	24.4629	23.6572	23.1445	22.6318	22.5586	22.7051	22.5586	22.8516	22.7051	23.0713	23.1445	21.2402	8.5693	8.9355	8.0566	0.0000	0.0000	0.0000
14:53:45	22.7051	23.0713	24.5361	23.6572	23.2178	22.7051	22.6318	22.6318	22.4854	22.7783	22.7051	23.1445	23.1445	21.2402	8.4961	8.9355	8.0566	0.0000	0.0000	0.0000
14:53:46	22.7051	23.0713	24.5361	23.7305	23.1445	22.7051	22.6318	22.7051	22.5586	22.7783	22.7783	23.0713	23.1445	21.3135	8.4961	8.8623	8.0566	0.0000	0.0000	0.0000
14:53:47	22.7051	23.1445	24.5361	23.7305	23.2178	22.7051	22.5586	22.6318	22.6318	22.7783	22.7051	23.0713	23.1445	21.3135	8.4961	8.9355	8.0566	0.0000	0.0000	0.0000
14:53:48	22.7051	23.0713	24.5361	23.6572	23.2178	22.7051	22.5586	22.6318	22.4854	22.9248	22.7783	23.0713	23.3643	21.1670	8.5693	8.8623	8.1787	0.0000	0.0000	0.0000
14:53:49	22.7783	23.1445	24.5361	23.6572	23.2178	22.7051	22.6318	22.7051	22.4854	22.8516	22.5586	22.9980	23.1445	21.4600	8.4229	9.0088	8.3008	0.0000	0.0000	0.0000
14:53:50	22.7051	23.1445	24.5361	23.6572	23.0713	22.7051	22.5586	22.7051	22.4854	22.8516	22.7051	23.0713	23.0713	21.2402	8.5693	8.9355	8.1787	0.0000	0.0000	0.0000
14:53:51	22.7783	23.0713	24.5361	23.6572	23.1445	22.7051	22.4854	22.7051	22.4854	22.7783	22.6318	23.0713	23.1445	21.0937	8.5693	8.9355	8.1787	0.0000	0.0000	0.0000
14:53:52	22.7783	23.0713	24.5361	23.7305	23.1445	22.7051	22.5586	22.7051	22.5586	22.7783	22.7051	23.1445	23.2178	21.2402	8.5693	8.8623	8.3008	0.0000	0.0000	0.0000
14:53:53	22.7051	23.0713	24.5361	23.6572	23.2178	22.7051	22.6318	22.6318	22.5586	22.7783	22.7051	23.1445	23.2178	21.2402	8.4229	8.8623	8.1787	0.0000	0.0000	0.0000
14:53:54	22.7783	23.0713	24.5361	23.6572	23.1445	22.6318	22.5586	22.7051	22.5586	22.7783	22.6318	22.9980	23.1445	21.2402	8.5693	8.8623	8.0566	0.0000	0.0000	0.0000
14:53:55	22.7051	23.0713	24.5361	23.6572	23.1445	22.6318	22.6318	22.6318	22.5586	22.6318	22.7051	22.9980	23.1445	21.1670	8.4961	9.0088	8.0566	0.0000	0.0000	0.0000
14:53:56	22.7051	23.1445	24.5361	23.7305	23.1445	22.7051	22.5586	22.7051	22.5586	22.7783	22.6318	23.0713	23.3643	21.3135	8.5693	9.0088	7.9346	0.0000	0.0000	0.0000
14:53:57	22.7783	23.1445	24.5361	23.7305	23.1445	22.7051	22.6318	22.6318	22.6318	22.7051	22.7051	23.1445	23.1445	21.2402	8.4961	8.8623	8.1787	0.0000	0.0000	0.0000
14:53:58	22.7051	23.1445	24.5361	23.6572	23.2178	22.7051	22.5586	22.7051	22.4854	22.6318	22.5586	23.1445	23.1445	21.3135	8.5693	9.0088	8.0566	0.0000	0.0000	0.0000
14:53:59	22.7783	23.1445	24.5361	23.5840	23.2178	22.7051	22.6318	22.6318	22.5586	22.7783	22.7051	23.0713	23.2178	21.1670	8.6426	8.9355	8.0566	0.0000	0.0000	0.0000
14:54:00	22.7783	23.0713	24.4629	23.6572	23.1445	22.7051	22.4854	22.7051	22.5586	22.8516	22.7051	23.1445	23.0713	21.0937	8.5693	8.9355	8.0566	0.0000	0.0000	0.0000
14:54:01	22.7051	23.0713	24.5361	23.7305	23.1445	22.7051	22.6318	22.6318	22.4854	22.7783	22.7783	23.0713	23.1445	21.3135	8.4961	8.9355	8.1787	0.0000	0.0000	0.0000
14:54:02	22.7783	23.0713	24.4629	23.6572	23.1445	22.7051	22.6318	22.6318	22.5586	22.7783	22.8516	22.9980	23.1445	21.1670	8.4961	9.0088	8.3008	0.0000	0.0000	0.0000
14:54:03	22.7051	23.0713	24.5361	23.7305	23.1445	22.7051	22.6318	22.6318	22.6318	22.8516	22.7783	23.1445	23.0713	21.2402	8.5693	8.9355	8.0566	0.0000	0.0000	0.0000
14:54:04	22.7051	23.1445	24.6094	23.6572	23.1445	22.7051	22.5586	22.7051	22.5586	22.7783	22.7051	23.0713	22.9980	21.2402	8.4961	8.9355	8.0566	0.0000	0.0000	0.0000
14:54:05	22.7051	23.1445	24.5361	23.6572	23.1445	22.7051	22.5586	22.7051	22.5586	22.8516	22.7783	22.9248	23.1445	21.3135	8.5693	8.9355	8.3008	0.0000	0.0000	0.0000
14:54:06	22.7051	23.0713	24.5361	23.6572	23.1445	22.7051	22.5586	22.6318	22.5586	22.7051	22.7783	23.1445	23.0713	21.2402	8.4961	8.8623	8.0566	0.0000	0.0000	0.0000
14:54:07	22.7783	23.1445	24.6094	23.6572	23.1445	22.7051	22.5586	22.7051	22.4854	22.6318	22.5586	22.9248	23.1445	21.3135	8.4961	8.8623	8.1787	0.0000	0.0000	0.0000
14:54:08	22.7783	23.0713	24.5361	23.6572	23.2178	22.7051	22.5586	22.6318	22.5586	22.8516	22.7051	22.9980	23.1445	21.1670	8.5693	8.9355	8.1787	0.0000	0.0000	0.0000
14:54:09	22.7783	23.0713	24.4629	23.6572	23.2178	22.7051	22.6318	22.7051	22.5586	22.7783	22.7783	23.1445	23.2178	21.1670	8.5693	9.0820	8.0566	0.0000	0.0000	0.0000
14:54:10	22.7783	23.0713	24.4629	23.6572	23.0713	22.7051	22.5586	22.6318	22.5586	22.9248	22.6318	23.1445	23.2178	21.2402	8.5693	9.0088	7.9346	0.0000	0.0000	0.0000
14:54:11	22.7051	23.0713	24.5361	23.6572	23.2178	22.7051	22.7051	22.7051	22.5586	22.7783	22.6318	23.0713	23.1445	21.3867	8.4961	8.9355	8.0566	0.0000	0.0000	0.0000
14:54:12	22.7783	23.1445	24.5361	23.6572	23.2178	22.7051	22.6318	22.7051	22.5586	22.7783	22.7051	23.0713	23.1445	21.1670	8.4961	9.0088	8.1787	0.0000	0.0000	0.0000
14:54:13	22.7051	23.1445	24.5361	23.6572	23.1445	22.7051	22.5586	22.7051	22.5586	22.7783	22.7051	23.1445	23.1445	21.2402	8.4961	8.9355	8.1787	0.0000	0.0000	0.0000
14:54:14	22.7783	23.1445	24.5361	23.6572	23.2178	22.7051	22.5586	22.6318	22.5586	22.8516	22.7783	22.9980	23.2178	21.2402	8.5693	9.0088	8.0566	0.0000	0.0000	0.0000
14:54:15	22.7783	23.0713	24.6094	23.6572	23.1445	22.7051	22.5586	22.7051	22.5586	22.7783	22.7051	23.0713	23.2178	21.2402	8.4229	8.9355	8.0566	0.0000	0.0000	0.0000
14:54:16	22.7783	23.0713	24.5361	23.6572	23.0713	22.7051	22.5586	22.6318	22.6318	22.9248	22.6318	23.1445	23.1445	21.3135	8.5693	8.9355	8.1787	0.0000	0.0000	0.0000
14:54:17	22.7051	23.1445	24.5361	23.6572	23.2178	22.7051	22.6318	22.7051	22.6318	22.7051	22.7051	23.1445	23.1445	21.3135	8.5693	8.8623	8.1787	0.0000	0.0000	0.0000
14:54:18	22.7051	23.1445	24.5361	23.6572	23.1445	22.7051	22.6318	22.6318	22.6318	22.8516	22.6318	22.9980	23.0713	21.1670	8.4961	8.9355	8.0566	0.0000	0.0000	0.0000
14:54:19	22.7051	23.0713	24.5361	23.7305	23.2178	22.7051	22.6318	22.6318	22.6318	22.8516	22.7783	23.0713	23.2178	21.1670	8.4961	8.8623	8.0566	0.0000	0.0000	0.0000
14:54:20	22.7051	23.0713	24.5361	23.6572	23.2178	22.7051	22.6318	22.6318	22.5586	22.7783	22.7051	23.1445	23.0713	21.3135	8.5693	8.8623	8.0566	0.0000	0.0000	0.0000
14:54:21	22.7051	23.0713	24.5361	23.6572	23.1445	22.7051	22.6318	22.7051	22.5586	22.7783	22.7051	22.9980	22.9980	21.1670	8.4961	8.8623	8.3008	0.0000	0.0000	0.0000
14:54:22	22.7051	23.1445	24.5361	23.6572	23.2178	22.7051	22.5586	22.7051	22.4854	22.7783	22.7051	22.9980	23.0713	21.3867	8.5693	8.9355	8.1787	0.0000	0.0000	0.0000
14:54:23	22.7783	23.1445	24.6094	23.6572	23.1445	22.7051	22.6318	22.6318	22.6318	22.7051	22.7051	23.0713	23.0713	21.1670	8.5693	8.9355	8.1787	0.0000	0.0000	0.0000
14:54:24	22.7783	23.1445	24.5361	23.6572	23.2178	22.7051	22.5586	22.7051	22.6318	22.7783	22.7783	23.1445	23.2178	21.2402	8.5693	8.8623	8.1787	0.0000	0.0000	0.0000
14:54:25	22.7783	23.1445	24.5361	23.7305	23.1445	22.7051	22.5586	22.7051	22.6318	22.8516	22.7783	23.1445	23.1445	21.3135	8.5693	8.7891	8.0566	0.0000	0.0000	0.0000
14:54:26	22.7051	23.0713	24.4629	23.6572	23.2178	22.7051	22.5586	22.7051	22.5586	22.7783	22.7051	23.2178	23.0713	21.2402	8.4961	8.9355	8.0566	0.0000	0.0000	0.0000
14:54:27	22.7783	23.0713	24.5361	23.6572	23.2178	22.6318	22.6318	22.7051	22.5586	22.8516	22.7783	23.0713	23.1445	21.2402	8.4961	8.9355	7.9346	0.0000	0.0000	0.0000
