Gunt Gerätebau GmbH,,,,,,,,,,,,,,,,,,,,
Fahrenberg 14, Postfach 1125,,,,,,,,,,,,,,,,,,,
22885 Barsbuettel,,,,,,,,,,,,,,,,,,,,
Germany, Tel ++4940 / 67 08 54 -0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Name:	CE 600",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Date:	23.02.2023",,,,,,,,,,,,,,,,,,,,
"Time:	09:51:12",,,,,,,,,,,,,,,,,,,,
"Comment:	Comment Max. 70 Letters                                               ",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Data Start	",,,,,,,,,,,,,,,,,,,,
"t	T1"," Temperature 1	T2"," Temperature 2	T3"," Temperature 3	T4"," Temperature 4	T5"," Temperature 5	T6"," Temperature 6	T7"," Temperature 7	T8"," Temperature 8	T9"," Temperature 9	T10"," Temperature 10	T11"," Temperature 11	T12"," Temperature 12	T13"," Temperature 13	T14"," Temperature 14	T15"," Temperature 15	T16"," Temperature 16	dp"," Differential Pressure	Y1"," Control Variable Heater	Y2"," Control Variable Ratio Volumetric Flow	Y3"," Control Variable Volumetric Flow	"
"h:min:s	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	mbar	%	%	%	",,,,,,,,,,,,,,,,,,,,
"09:51:28	21.2402	22.0459	19.4092	21.9727	22.0459	21.5332	21.3867	21.3867	21.3867	21.8262	21.7529	22.4121	22.6318	19.7021	14.5020	14.9414	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:29	21.2402	22.0459	19.3359	21.9727	22.1191	21.5332	21.3135	21.4600	21.4600	21.7529	21.7529	22.1924	22.5586	19.9951	14.5020	14.9414	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:30	21.2402	22.0459	19.4092	21.9727	22.1191	21.5332	21.3867	21.5332	21.4600	21.7529	21.9727	22.3389	22.7051	19.8486	14.5020	15.0146	7.4463	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:31	21.2402	22.0459	19.3359	21.9727	22.0459	21.5332	21.3867	21.5332	21.5332	21.8262	21.7529	22.2656	22.7783	19.7754	14.4287	14.9414	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:32	21.3135	22.1191	19.4092	22.0459	22.0459	21.6064	21.4600	21.4600	21.4600	21.6797	21.7529	22.3389	22.7051	19.7021	14.5752	15.0146	7.8125	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:33	21.3135	22.0459	19.4092	22.0459	22.0459	21.5332	21.4600	21.3867	21.3867	21.8994	21.7529	22.3389	22.6318	19.8486	14.7217	14.7949	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:34	21.3135	22.0459	19.4092	22.0459	22.0459	21.5332	21.3867	21.4600	21.4600	21.7529	21.8262	22.3389	22.5586	19.9219	14.6484	15.0146	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:35	21.3135	22.0459	19.4824	22.0459	22.0459	21.5332	21.3867	21.5332	21.3135	21.7529	21.8262	22.1924	22.6318	19.7754	14.4287	14.9414	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:36	21.3135	22.0459	19.4092	21.8994	21.9727	21.4600	21.3135	21.4600	21.3135	21.7529	21.8262	22.4121	22.9248	19.8486	14.5752	14.9414	7.8125	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:37	21.3135	22.0459	19.4092	22.0459	22.0459	21.5332	21.4600	21.4600	21.3867	21.6797	21.6797	22.2656	22.7783	19.7021	14.5752	15.0146	7.8125	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:38	21.3135	21.9727	19.4092	22.0459	22.1191	21.4600	21.3867	21.5332	21.4600	21.7529	21.8262	22.2656	22.6318	19.7754	14.5752	15.0879	7.8125	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:39	21.2402	22.0459	19.4092	22.1191	22.0459	21.5332	21.3135	21.4600	21.4600	21.7529	21.8262	22.2656	22.6318	19.7754	14.5752	15.0146	7.8125	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:40	21.3135	22.1191	19.3359	21.9727	22.1191	21.5332	21.3867	21.5332	21.4600	21.7529	21.8994	22.2656	22.7051	19.8486	14.4287	14.9414	7.8125	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:41	21.2402	22.0459	19.4092	22.0459	21.9727	21.5332	21.3135	21.5332	21.4600	21.6797	21.7529	22.3389	22.5586	19.8486	14.5752	14.9414	7.8125	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:42	21.2402	22.0459	19.3359	22.0459	22.1191	21.5332	21.3867	21.4600	21.3867	21.8262	21.6797	22.3389	22.7051	19.9951	14.5020	14.9414	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:43	21.0937	22.0459	19.3359	21.9727	22.0459	21.5332	21.3867	21.4600	21.4600	21.8994	21.7529	22.1924	22.7051	19.9219	14.5020	14.8682	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:44	21.2402	22.0459	19.3359	22.0459	21.9727	21.5332	21.3135	21.5332	21.4600	21.6064	21.7529	22.3389	22.7051	19.6289	14.5752	14.9414	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:45	21.1670	22.1191	19.4092	22.0459	21.9727	21.5332	21.3867	21.5332	21.3867	21.6064	21.6797	22.2656	22.7783	19.7021	14.5752	14.9414	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:46	21.3135	22.0459	19.4824	22.0459	22.0459	21.5332	21.4600	21.4600	21.4600	21.8994	21.8262	22.4121	22.6318	19.9219	14.5020	14.9414	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:47	21.3135	22.1191	19.4824	22.1191	22.1191	21.5332	21.3867	21.4600	21.5332	21.6797	21.8262	22.4854	22.7051	19.9219	14.4287	14.7217	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:48	21.3135	22.0459	19.4092	22.0459	22.1191	21.6064	21.3867	21.5332	21.3135	21.8262	21.8262	22.2656	22.7783	19.7754	14.5020	15.0146	7.4463	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:49	21.2402	22.1191	19.3359	22.0459	22.1191	21.5332	21.4600	21.4600	21.3867	21.8262	21.8994	22.4121	22.7051	19.9219	14.3555	14.8682	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:50	21.3135	22.1191	19.3359	21.9727	22.0459	21.5332	21.3867	21.4600	21.2402	21.7529	21.7529	22.1924	22.7051	19.8486	14.5752	14.8682	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:51	21.3135	22.0459	19.4092	22.0459	21.9727	21.5332	21.4600	21.4600	21.5332	21.7529	21.7529	22.1924	22.7783	19.9219	14.5020	14.7949	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:52	21.2402	22.0459	19.3359	22.0459	22.1191	21.5332	21.3135	21.5332	21.3135	21.8262	21.8262	22.1191	22.5586	19.8486	14.4287	14.7949	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:53	21.2402	22.1191	19.3359	21.9727	22.0459	21.5332	21.3867	21.5332	21.4600	21.7529	21.8262	22.2656	22.7051	19.8486	14.4287	14.8682	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:54	21.1670	21.9727	19.3359	21.9727	22.0459	21.5332	21.3867	21.4600	21.3867	21.9727	21.7529	22.2656	22.7051	19.9219	14.5752	14.7949	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:55	21.1670	22.0459	19.3359	22.0459	22.0459	21.5332	21.3135	21.4600	21.4600	21.7529	21.7529	22.1924	22.6318	19.9219	14.4287	14.7949	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:56	21.1670	22.0459	19.3359	22.0459	21.8994	21.5332	21.3867	21.4600	21.5332	21.8262	21.7529	22.4121	22.7051	19.8486	14.5020	15.0146	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:57	21.2402	22.0459	19.4092	21.9727	22.0459	21.5332	21.3867	21.5332	21.5332	21.8262	21.7529	22.2656	22.7051	19.8486	14.5020	15.0146	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:58	21.3135	22.0459	19.4092	22.1191	22.0459	21.5332	21.3135	21.4600	21.3867	21.7529	21.8262	22.2656	22.7051	19.9951	14.4287	14.7949	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:51:59	21.3135	22.1191	19.4092	21.9727	22.1191	21.4600	21.4600	21.4600	21.3135	21.7529	21.7529	22.1924	22.5586	19.6289	14.5020	14.8682	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:00	21.3135	22.1191	19.4092	22.0459	21.9727	21.4600	21.3867	21.4600	21.4600	21.7529	21.8262	22.3389	22.7051	19.8486	14.4287	14.9414	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:01	21.3135	22.1191	19.4824	21.9727	22.0459	21.5332	21.3867	21.4600	21.4600	21.8262	21.7529	22.4121	22.6318	19.7021	14.5020	14.8682	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:02	21.3135	22.0459	19.4092	22.0459	22.1191	21.5332	21.3867	21.4600	21.3867	21.7529	21.7529	22.3389	22.7051	19.8486	14.3555	14.7949	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:03	21.3135	22.0459	19.4092	21.9727	22.0459	21.4600	21.3867	21.4600	21.3135	21.7529	21.7529	22.2656	22.7051	19.9219	14.5752	14.8682	7.4463	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:04	21.3135	22.1191	19.3359	22.0459	21.9727	21.5332	21.3135	21.4600	21.3867	21.7529	21.6797	22.4121	22.7051	19.9219	14.5020	14.8682	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:05	21.2402	22.1191	19.4092	22.0459	22.0459	21.5332	21.3135	21.4600	21.3867	21.7529	21.7529	22.3389	22.7051	19.7754	14.4287	14.7949	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:06	21.1670	22.0459	19.3359	22.0459	22.0459	21.5332	21.3867	21.5332	21.3867	21.7529	21.7529	22.2656	22.7051	19.9219	14.5020	14.8682	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:07	21.3135	22.1191	19.4092	21.9727	22.0459	21.5332	21.3867	21.4600	21.4600	21.6797	21.7529	22.2656	22.7051	20.0684	14.5020	14.8682	7.4463	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:08	21.2402	22.0459	19.3359	22.0459	22.1191	21.5332	21.3867	21.4600	21.5332	21.8262	21.7529	22.4854	22.7051	19.9219	14.4287	14.8682	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:09	21.2402	21.9727	19.3359	22.0459	22.1191	21.5332	21.3867	21.4600	21.3135	21.8262	21.8262	22.4854	22.6318	19.7754	14.4287	14.7217	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:10	21.2402	22.0459	19.3359	22.0459	22.0459	21.4600	21.3867	21.4600	21.4600	21.8262	21.8262	22.1924	22.7051	19.9219	14.4287	14.8682	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:11	21.3135	22.0459	19.4092	21.9727	22.0459	21.5332	21.3867	21.4600	21.3867	21.8262	21.8994	22.4121	22.6318	19.8486	14.5752	14.7949	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:12	21.2402	22.0459	19.4092	21.9727	22.0459	21.4600	21.3867	21.5332	21.6064	21.7529	21.6797	22.3389	22.7051	19.8486	14.4287	14.7217	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:13	21.3135	22.0459	19.4824	21.9727	22.0459	21.5332	21.4600	21.5332	21.5332	21.7529	21.8994	22.1191	22.7051	19.7754	14.5020	14.7217	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:14	21.2402	22.1191	19.4092	22.0459	22.1191	21.5332	21.4600	21.4600	21.5332	21.6064	21.8262	22.3389	22.7783	19.9219	14.5020	14.9414	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:15	21.2402	22.1191	19.4092	22.0459	22.0459	21.5332	21.4600	21.4600	21.5332	21.8262	21.7529	22.2656	22.7783	19.9219	14.5020	14.9414	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:16	21.3135	22.0459	19.4092	22.0459	22.1191	21.5332	21.3135	21.4600	21.3867	21.8262	21.5332	22.4121	22.7051	19.9951	14.6484	14.9414	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:17	21.3135	22.1191	19.4092	22.0459	22.1924	21.5332	21.4600	21.5332	21.4600	21.6797	21.8262	22.2656	22.6318	19.7754	14.4287	15.0146	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:18	21.3135	22.0459	19.3359	22.0459	22.0459	21.6064	21.3867	21.4600	21.4600	21.8262	21.7529	22.4121	22.5586	19.8486	14.5752	14.8682	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:19	21.2402	22.0459	19.4092	22.0459	21.9727	21.5332	21.3135	21.5332	21.3135	21.7529	21.9727	22.2656	22.7051	19.9951	14.5020	14.8682	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:20	21.2402	22.0459	19.3359	22.0459	22.0459	21.5332	21.3867	21.5332	21.5332	21.7529	21.7529	22.2656	22.7051	20.0684	14.5020	14.8682	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:21	21.2402	22.0459	19.3359	21.9727	22.0459	21.5332	21.3867	21.4600	21.5332	21.7529	21.7529	22.2656	22.5586	19.8486	14.3555	14.7949	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:22	21.2402	22.0459	19.3359	21.9727	22.0459	21.6064	21.3867	21.4600	21.3867	21.7529	21.7529	22.3389	22.7051	19.9219	14.5020	14.8682	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:23	21.2402	22.0459	19.3359	22.1191	22.1191	21.5332	21.3135	21.5332	21.5332	21.7529	21.7529	22.2656	22.6318	19.8486	14.5020	14.8682	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:24	21.3135	22.0459	19.4092	22.0459	22.1191	21.5332	21.3867	21.3867	21.4600	21.8262	21.8262	22.2656	22.7051	19.7021	14.4287	14.9414	7.8125	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:25	21.3135	22.0459	19.4092	21.9727	22.1191	21.5332	21.4600	21.5332	21.3867	21.7529	21.6064	22.3389	22.7783	19.9219	14.5020	14.9414	7.8125	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:26	21.3135	21.9727	19.4092	22.0459	21.9727	21.5332	21.3867	21.4600	21.3867	21.8262	21.7529	22.1924	22.6318	19.8486	14.4287	14.7949	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:27	21.2402	22.1191	19.4092	22.0459	22.0459	21.5332	21.3867	21.5332	21.4600	21.7529	21.6064	22.2656	22.7783	19.8486	14.5020	14.7949	7.8125	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:28	21.3135	22.1924	19.3359	22.0459	22.0459	21.5332	21.4600	21.5332	21.3867	21.7529	21.7529	22.1924	22.7051	20.0684	14.5020	14.7949	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:29	21.3135	22.1191	19.4092	22.0459	22.1191	21.5332	21.3867	21.3867	21.5332	21.7529	21.7529	22.2656	22.7051	19.9219	14.5020	14.9414	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:30	21.2402	22.1191	19.4092	21.9727	22.0459	21.5332	21.3867	21.4600	21.4600	21.7529	21.7529	22.2656	22.7051	19.8486	14.5020	14.7217	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:31	21.3135	22.0459	19.4092	22.0459	22.0459	21.4600	21.3135	21.4600	21.4600	21.7529	21.7529	22.4121	22.7783	19.8486	14.3555	14.8682	7.8125	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:32	21.3135	22.0459	19.3359	21.9727	22.0459	21.5332	21.3135	21.5332	21.4600	21.8262	21.8262	22.4121	22.6318	20.0684	14.5020	14.9414	7.8125	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:33	21.2402	22.0459	19.4092	22.0459	22.0459	21.5332	21.3867	21.5332	21.3135	21.7529	21.8994	22.2656	22.6318	19.7021	14.3555	14.8682	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:34	21.2402	22.1191	19.4092	22.1191	22.0459	21.5332	21.3867	21.5332	21.5332	21.8262	21.8262	22.3389	22.8516	19.7754	14.5020	14.8682	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:35	21.2402	22.0459	19.3359	22.0459	22.0459	21.5332	21.3867	21.5332	21.3867	21.7529	21.8262	22.2656	22.7783	19.8486	14.5752	14.8682	7.5684	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:36	21.2402	22.1191	19.2627	21.9727	21.9727	21.4600	21.3867	21.4600	21.3135	21.6797	21.6064	22.2656	22.7783	19.8486	14.2822	14.8682	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:37	21.3135	22.0459	19.3359	21.9727	22.1191	21.5332	21.3867	21.5332	21.4600	21.7529	21.7529	22.3389	22.6318	19.7754	14.5020	14.7949	7.8125	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:38	21.2402	22.0459	19.3359	22.0459	22.0459	21.5332	21.3867	21.5332	21.4600	21.7529	21.7529	22.2656	22.7051	19.8486	14.5020	14.7949	7.6904	0.0000	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:39	21.2402	22.0459	19.4824	22.0459	22.0459	21.5332	21.3135	21.5332	21.3867	21.6797	21.8994	22.2656	22.7051	19.8486	14.5752	14.8682	7.6904	98.7305	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:40	21.2402	22.0459	19.3359	21.9727	22.0459	21.5332	21.3867	21.3867	21.4600	21.8262	21.8262	22.3389	22.7783	19.9219	14.5020	14.8682	7.6904	98.6328	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:41	21.2402	22.0459	19.4092	22.0459	21.9727	21.5332	21.3867	21.4600	21.4600	21.6064	21.6797	22.2656	22.8516	19.7754	14.4287	14.8682	7.8125	98.7305	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:42	21.2402	22.0459	19.4824	22.0459	22.0459	21.5332	21.3867	21.3867	21.4600	21.8262	21.8994	22.4121	22.7051	19.7021	14.3555	14.9414	7.8125	98.7305	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:43	21.3135	22.0459	19.4092	22.0459	22.0459	21.5332	21.3135	21.4600	21.3867	21.8262	21.7529	22.3389	22.7051	19.9219	14.5020	14.8682	7.8125	98.7305	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:44	21.2402	22.1191	19.4824	21.9727	22.0459	21.5332	21.4600	21.4600	21.5332	21.7529	21.7529	22.2656	22.7783	19.7754	14.2822	14.7949	7.5684	98.8281	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:45	21.3135	22.1191	19.4824	22.0459	22.1191	21.5332	21.4600	21.5332	21.4600	21.8262	21.8262	22.4121	22.6318	19.9951	14.4287	14.8682	7.6904	98.7305	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:46	21.3135	22.1191	19.5557	22.0459	22.0459	21.6064	21.3867	21.4600	21.4600	21.8262	21.7529	22.3389	22.7051	19.7754	14.4287	14.8682	7.6904	98.8281	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:47	21.2402	22.1191	19.4824	22.0459	22.1191	21.5332	21.3135	21.5332	21.3867	21.8262	21.7529	22.2656	22.7783	19.9951	14.4287	14.7949	7.5684	98.7305	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:48	21.3135	22.0459	19.3359	22.0459	22.0459	21.5332	21.4600	21.4600	21.5332	21.7529	21.6797	22.3389	22.5586	19.9951	14.4287	14.9414	7.5684	98.7305	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:49	21.3867	22.1191	19.3359	22.0459	22.0459	21.5332	21.3867	21.5332	21.4600	21.7529	21.8994	22.3389	22.7051	20.0684	14.4287	14.9414	7.4463	98.7305	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
"09:52:50	21.2402	22.1191	19.4092	22.0459	22.0459	21.5332	21.3135	21.4600	21.3135	21.6797	21.6797	22.2656	22.7783	19.9951	14.4287	14.7217	7.5684	98.7305	0.0000	0.0000",,,,,,,,,,,,,,,,,,,,
