
Gunt Gerätebau GmbH
Fahrenberg 14, Postfach 1125,
22885 Barsbuettel
Germany, Tel ++4940 / 67 08 54 -0

Name:	CE 600

Date:	03.03.2023
Time:	09:50:40
Comment:	Comment Max. 70 Letters                                               

Data Start	
t	T1, Temperature 1	T2, Temperature 2	T3, Temperature 3	T4, Temperature 4	T5, Temperature 5	T6, Temperature 6	T7, Temperature 7	T8, Temperature 8	T9, Temperature 9	T10, Temperature 10	T11, Temperature 11	T12, Temperature 12	T13, Temperature 13	T14, Temperature 14	T15, Temperature 15	T16, Temperature 16	dp, Differential Pressure	Y1, Control Variable Heater	Y2, Control Variable Ratio Volumetric Flow	Y3, Control Variable Volumetric Flow	
h:min:s	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	degC	mbar	%	%	%	
09:50:53	19.8486	20.5078	18.8965	21.0205	21.4600	21.2402	21.2402	21.3135	21.0205	21.6064	21.4600	21.7529	22.1924	18.6768	11.2061	11.7187	9.8877	0.0000	0.0000	0.0000
09:50:54	19.7754	20.4346	18.8232	21.0205	21.4600	21.2402	21.1670	21.2402	21.3135	21.4600	21.3867	21.6797	21.9727	18.5303	11.1328	11.6455	10.0098	0.0000	0.0000	0.0000
09:50:55	19.8486	20.5078	18.8965	21.0937	21.4600	21.1670	21.1670	21.1670	21.1670	21.5332	21.4600	21.7529	21.8994	18.6768	11.1328	11.6455	10.0098	0.0000	0.0000	0.0000
09:50:56	19.7754	20.5078	18.8965	21.0205	21.5332	21.2402	21.1670	21.2402	21.0937	21.3867	21.5332	21.6797	22.0459	18.6035	11.1328	11.5723	10.0098	0.0000	0.0000	0.0000
09:50:57	19.8486	20.5078	18.8965	21.0937	21.4600	21.0937	21.1670	21.2402	21.2402	21.6064	21.3867	21.6064	21.8994	18.4570	11.2061	11.7920	10.0098	0.0000	0.0000	0.0000
09:50:58	19.8486	20.5078	18.8965	21.0205	21.4600	21.2402	21.1670	21.2402	21.2402	21.4600	21.4600	21.6797	21.8994	18.6768	11.2793	11.5723	10.0098	0.0000	0.0000	0.0000
09:50:59	19.8486	20.5078	18.8965	21.0205	21.3867	21.2402	21.0937	21.2402	21.2402	21.6064	21.4600	21.6797	21.8262	18.7500	11.2793	11.6455	10.0098	0.0000	0.0000	0.0000
09:51:00	19.8486	20.5078	18.8965	21.0937	21.4600	21.1670	21.1670	21.2402	21.2402	21.3867	21.5332	21.7529	21.9727	18.5303	11.2061	11.6455	10.0098	0.0000	0.0000	0.0000
09:51:01	19.8486	20.5078	18.9697	21.1670	21.4600	21.2402	21.1670	21.2402	21.3135	21.5332	21.3867	21.8262	21.9727	18.7500	11.2793	11.5723	10.0098	0.0000	0.0000	0.0000
09:51:02	19.8486	20.4346	18.8965	21.0205	21.4600	21.2402	21.0937	21.2402	21.2402	21.4600	21.4600	21.8262	21.9727	18.4570	11.2061	11.5723	10.1318	0.0000	0.0000	0.0000
09:51:03	19.8486	20.5078	18.8965	21.0937	21.4600	21.1670	21.1670	21.2402	21.2402	21.5332	21.4600	21.7529	21.8994	18.7500	11.1328	11.6455	10.2539	0.0000	0.0000	0.0000
09:51:04	19.8486	20.5078	18.8965	21.0937	21.4600	21.2402	21.1670	21.3135	21.3135	21.6064	21.3867	21.6797	21.9727	18.7500	11.2793	11.6455	10.2539	0.0000	0.0000	0.0000
09:51:05	19.8486	20.5078	18.8965	21.0937	21.4600	21.2402	21.0937	21.2402	21.2402	21.5332	21.4600	21.8262	21.9727	18.6768	11.2793	11.4258	10.2539	0.0000	0.0000	0.0000
09:51:06	19.7754	20.4346	18.8232	21.0937	21.4600	21.2402	21.1670	21.2402	21.1670	21.5332	21.4600	21.6797	21.8994	18.6035	11.2061	11.6455	10.3760	0.0000	0.0000	0.0000
09:51:07	19.7754	20.5078	18.8232	21.0205	21.4600	21.1670	21.1670	21.2402	21.2402	21.4600	21.4600	21.9727	21.9727	18.6768	11.2793	11.6455	10.2539	0.0000	0.0000	0.0000
09:51:08	19.8486	20.5078	18.8965	21.0937	21.5332	21.1670	21.1670	21.3135	21.1670	21.5332	21.5332	21.6797	21.8994	18.5303	11.2793	11.7187	10.1318	0.0000	0.0000	0.0000
09:51:09	19.8486	20.5078	18.8232	21.0205	21.5332	21.2402	21.0937	21.3135	21.3135	21.4600	21.4600	21.7529	21.8994	18.5303	11.2793	11.4990	10.0098	0.0000	0.0000	0.0000
09:51:10	19.8486	20.5078	18.8232	21.0937	21.3867	21.2402	21.1670	21.2402	21.0937	21.4600	21.5332	21.6797	21.8994	18.6035	11.2061	11.5723	9.8877	0.0000	0.0000	0.0000
09:51:11	19.7754	20.4346	18.8965	21.0205	21.4600	21.2402	21.1670	21.2402	21.2402	21.5332	21.4600	21.7529	22.1191	18.4570	11.2061	11.6455	10.0098	0.0000	0.0000	0.0000
09:51:12	19.8486	20.5078	18.8232	21.0937	21.4600	21.2402	21.1670	21.3135	21.2402	21.5332	21.4600	21.7529	22.0459	18.7500	11.1328	11.5723	10.0098	0.0000	0.0000	0.0000
09:51:13	19.8486	20.5078	18.8965	21.0937	21.4600	21.1670	21.0937	21.3135	21.3135	21.5332	21.4600	21.7529	21.8994	18.6768	11.2061	11.6455	10.0098	0.0000	0.0000	0.0000
09:51:14	19.8486	20.5078	18.8965	21.0937	21.5332	21.2402	21.1670	21.3135	21.2402	21.6064	21.6797	21.6797	21.8994	18.6035	10.9863	11.6455	10.0098	0.0000	0.0000	0.0000
09:51:15	19.8486	20.5078	18.8965	21.0205	21.4600	21.1670	21.2402	21.2402	21.1670	21.5332	21.4600	21.7529	21.8262	18.6768	11.1328	11.6455	10.0098	0.0000	0.0000	0.0000
09:51:16	19.8486	20.5078	18.8965	21.1670	21.3867	21.1670	21.0937	21.3135	21.3135	21.4600	21.3867	21.8262	21.8994	18.6768	11.2061	11.5723	10.1318	0.0000	0.0000	0.0000
09:51:17	19.8486	20.5078	18.8965	21.0205	21.5332	21.1670	21.0937	21.2402	21.3135	21.6064	21.5332	21.7529	21.9727	18.7500	11.2061	11.5723	10.1318	0.0000	0.0000	0.0000
09:51:18	19.8486	20.5078	18.8965	21.0205	21.4600	21.2402	21.1670	21.2402	21.1670	21.6064	21.4600	21.8994	21.9727	18.6035	11.2061	11.5723	9.8877	0.0000	0.0000	0.0000
09:51:19	19.8486	20.5078	18.8965	21.0205	21.4600	21.1670	21.1670	21.2402	21.0937	21.4600	21.3135	21.7529	21.9727	18.6768	11.2061	11.5723	9.8877	0.0000	0.0000	0.0000
09:51:20	19.7754	20.5078	18.8232	21.0205	21.5332	21.2402	21.1670	21.3135	21.2402	21.5332	21.4600	21.7529	21.8994	18.6768	11.2061	11.5723	9.7656	98.7305	0.0000	0.0000
09:51:21	19.8486	20.5078	18.8232	21.0937	21.4600	21.1670	21.0937	21.3135	21.2402	21.6064	21.4600	21.8262	21.9727	18.5303	11.2793	11.4990	9.7656	98.7305	0.0000	0.0000
09:51:22	19.8486	20.5078	18.9697	21.0205	21.3867	21.2402	21.1670	21.2402	21.1670	21.3867	21.4600	21.7529	21.8994	18.7500	11.0596	11.5723	9.8877	98.7305	0.0000	0.0000
09:51:23	19.8486	20.4346	18.8965	21.0937	21.4600	21.2402	21.1670	21.2402	21.2402	21.4600	21.4600	21.7529	21.9727	18.6768	11.2061	11.5723	9.8877	98.6328	0.0000	0.0000
09:51:24	19.8486	20.5078	18.8232	21.0205	21.3867	21.1670	21.0937	21.3135	21.3135	21.6064	21.4600	21.7529	22.0459	18.6035	11.3525	11.6455	9.8877	98.7305	0.0000	0.0000
09:51:25	19.8486	20.5078	18.8965	21.0205	21.4600	21.2402	21.0937	21.3135	21.2402	21.4600	21.5332	21.7529	21.9727	18.6768	11.2061	11.5723	10.0098	98.7305	0.0000	0.0000
09:51:26	19.8486	20.4346	18.8232	21.0937	21.4600	21.2402	21.2402	21.2402	21.2402	21.4600	21.5332	21.7529	21.9727	18.6035	11.0596	11.4990	9.7656	98.7305	0.0000	0.0000
09:51:27	19.8486	20.5078	18.8965	21.0937	21.3867	21.2402	21.0937	21.2402	21.3135	21.5332	21.5332	21.7529	21.8994	18.6768	11.1328	11.5723	9.8877	98.7305	0.0000	0.0000
09:51:28	19.8486	20.5078	18.8965	21.1670	21.4600	21.2402	21.1670	21.2402	21.2402	21.5332	21.3867	21.6797	21.9727	18.6035	11.2793	11.6455	9.8877	98.6328	0.0000	0.0000
09:51:29	19.7754	20.4346	18.8232	21.0937	21.4600	21.1670	21.0937	21.1670	21.3867	21.5332	21.5332	21.8262	21.8994	18.5303	11.1328	11.4990	9.8877	98.8281	0.0000	0.0000
09:51:30	19.9219	20.5078	18.8965	21.0937	21.4600	21.1670	21.1670	21.3135	21.1670	21.6064	21.4600	21.8262	22.0459	18.6768	11.2061	11.5723	10.0098	98.7305	0.0000	0.0000
09:51:31	19.8486	20.5078	18.8232	21.0205	21.4600	21.1670	21.1670	21.3135	21.1670	21.4600	21.4600	21.6797	21.9727	18.5303	11.2061	11.5723	9.7656	98.7305	0.0000	0.0000
09:51:32	19.8486	20.5078	18.8965	21.0937	21.4600	21.1670	21.0937	21.3135	21.3135	21.3867	21.4600	21.6797	22.0459	18.6035	11.0596	11.5723	9.8877	98.7305	0.0000	0.0000
09:51:33	19.8486	20.4346	18.8232	21.0937	21.5332	21.1670	21.1670	21.2402	21.2402	21.6064	21.4600	21.8262	22.0459	18.6035	11.1328	11.6455	9.7656	98.8281	0.0000	0.0000
09:51:34	19.8486	20.5078	18.8965	21.0937	21.4600	21.1670	21.1670	21.1670	21.1670	21.5332	21.5332	21.6797	21.8994	18.6035	11.1328	11.6455	10.0098	98.7305	0.0000	0.0000
09:51:35	19.8486	20.5078	18.8965	21.0205	21.4600	21.1670	21.0937	21.3867	21.2402	21.6064	21.5332	21.6797	21.8994	18.5303	10.9131	11.4990	9.8877	98.7305	0.0000	0.0000
09:51:36	19.8486	20.5078	19.0430	21.1670	21.4600	21.1670	21.0937	21.3867	21.3135	21.5332	21.5332	21.6797	21.9727	18.7500	11.1328	11.6455	9.7656	98.7305	0.0000	0.0000
09:51:37	19.8486	20.5078	19.4092	21.0937	21.3867	21.2402	21.0937	21.2402	21.1670	21.4600	21.4600	21.7529	21.9727	18.5303	11.2061	11.5723	9.7656	98.7305	0.0000	0.0000
09:51:38	19.8486	20.5078	19.9219	21.0937	21.3867	21.1670	21.0937	21.3135	21.1670	21.6064	21.3867	21.8262	21.9727	18.5303	11.2061	11.5723	9.6436	98.8281	0.0000	0.0000
09:51:39	19.8486	20.4346	20.5078	21.0937	21.4600	21.2402	21.1670	21.2402	21.2402	21.6064	21.4600	21.8262	21.9727	18.6768	11.2061	11.6455	9.7656	98.7305	0.0000	0.0000
09:51:40	19.8486	20.5078	21.0205	21.0937	21.4600	21.2402	21.1670	21.3135	21.3135	21.4600	21.5332	21.6064	21.8994	18.5303	11.2061	11.4258	9.7656	98.7305	0.0000	0.0000
09:51:41	19.8486	20.5078	21.3867	21.0937	21.5332	21.2402	21.1670	21.2402	21.1670	21.4600	21.4600	21.6797	21.8994	18.6768	11.1328	11.5723	9.8877	98.7305	0.0000	0.0000
09:51:42	19.8486	20.5811	21.8262	21.0937	21.4600	21.1670	21.2402	21.2402	21.1670	21.4600	21.4600	21.7529	22.0459	18.6035	11.2061	11.6455	9.7656	98.7305	0.0000	0.0000
09:51:43	19.8486	20.5078	22.1924	21.0937	21.5332	21.1670	21.1670	21.2402	21.3135	21.6064	21.4600	21.7529	21.8994	18.7500	11.2061	11.4990	9.7656	98.7305	0.0000	0.0000
09:51:44	19.8486	20.4346	22.6318	21.0937	21.4600	21.1670	21.0937	21.3135	21.2402	21.6064	21.4600	21.6797	21.9727	18.7500	11.2061	11.5723	9.7656	98.7305	0.0000	0.0000
09:51:45	19.8486	20.5078	22.9248	21.0937	21.5332	21.1670	21.1670	21.3135	21.2402	21.4600	21.4600	21.6797	21.9727	18.5303	11.1328	11.4258	9.7656	98.6328	0.0000	0.0000
09:51:46	19.8486	20.5078	23.2178	21.0937	21.4600	21.2402	21.1670	21.2402	21.2402	21.4600	21.4600	21.7529	21.9727	18.6035	11.1328	11.5723	9.7656	98.7305	0.0000	0.0000
09:51:47	19.8486	20.5078	23.4375	21.0937	21.4600	21.1670	21.0937	21.2402	21.2402	21.4600	21.3867	21.7529	21.8994	18.7500	11.2793	11.4990	9.7656	98.7305	0.0000	0.0000
09:51:48	19.7754	20.4346	23.5107	21.0937	21.5332	21.2402	21.0937	21.3867	21.3135	21.5332	21.5332	21.6797	21.9727	18.6035	11.1328	11.4990	9.8877	98.7305	0.0000	0.0000
09:51:49	19.8486	20.5078	23.5840	21.0937	21.4600	21.1670	21.0937	21.3135	21.3135	21.5332	21.5332	21.8262	22.0459	18.6768	11.1328	11.4990	9.7656	98.8281	0.0000	0.0000
09:51:50	19.8486	20.4346	23.6572	21.0937	21.4600	21.2402	21.1670	21.2402	21.0937	21.4600	21.4600	21.7529	21.9727	18.7500	11.1328	11.4990	9.7656	98.7305	0.0000	0.0000
09:51:51	19.8486	20.5078	23.8037	21.1670	21.4600	21.0937	21.1670	21.2402	21.2402	21.3867	21.5332	21.7529	21.9727	18.5303	11.2061	11.5723	9.8877	98.8281	0.0000	0.0000
09:51:52	19.8486	20.5078	23.8037	21.0937	21.4600	21.2402	21.1670	21.3135	21.1670	21.5332	21.5332	21.7529	21.9727	18.6035	11.0596	11.4990	9.7656	98.6328	0.0000	0.0000
09:51:53	19.8486	20.5078	23.9502	21.0937	21.5332	21.1670	21.0937	21.3135	21.2402	21.6064	21.3867	21.7529	21.9727	18.6768	11.1328	11.6455	9.8877	98.6328	0.0000	0.0000
09:51:54	19.8486	20.4346	24.0234	21.0205	21.4600	21.1670	21.0937	21.3135	21.3135	21.5332	21.6064	21.6797	21.7529	18.6035	11.1328	11.5723	9.7656	98.7305	0.0000	0.0000
09:51:55	19.8486	20.5078	24.0967	21.0937	21.3867	21.1670	21.1670	21.3135	21.1670	21.4600	21.4600	21.8262	21.8994	18.4570	11.1328	11.4990	9.6436	98.7305	0.0000	0.0000
09:51:56	19.8486	20.5078	24.3164	21.0937	21.4600	21.2402	21.0937	21.2402	21.2402	21.6064	21.5332	21.8262	21.8994	18.4570	11.0596	11.4990	9.7656	98.8281	0.0000	0.0000
09:51:57	19.8486	20.5078	24.5361	21.0205	21.4600	21.1670	21.0937	21.2402	21.2402	21.5332	21.4600	21.7529	21.8262	18.6035	11.2793	11.4258	9.7656	98.7305	0.0000	0.0000
09:51:58	19.8486	20.5078	24.6826	21.0205	21.4600	21.1670	21.0937	21.3135	21.2402	21.5332	21.4600	21.8262	21.9727	18.6035	11.1328	11.5723	9.7656	98.7305	0.0000	0.0000
09:51:59	19.8486	20.5078	24.8291	21.0937	21.4600	21.1670	21.1670	21.3135	21.3135	21.4600	21.4600	21.7529	21.8994	18.5303	11.1328	11.4990	9.7656	98.7305	0.0000	0.0000
09:52:00	19.8486	20.5078	24.9023	21.0937	21.3867	21.1670	21.0937	21.3135	21.2402	21.5332	21.3867	21.7529	21.9727	18.8232	11.1328	11.4990	10.0098	98.7305	0.0000	0.0000
09:52:01	19.8486	20.5078	24.9756	21.0937	21.3867	21.2402	21.1670	21.2402	21.3867	21.5332	21.4600	21.7529	21.8994	18.6035	11.1328	11.4258	9.7656	98.7305	0.0000	0.0000
09:52:02	19.9219	20.5078	24.9023	21.0205	21.5332	21.3135	21.1670	21.3135	21.3135	21.4600	21.3867	21.8994	21.8994	18.5303	11.0596	11.4258	9.8877	98.7305	0.0000	0.0000
09:52:03	19.8486	20.5078	24.9023	21.0937	21.4600	21.2402	21.1670	21.2402	21.3135	21.5332	21.3867	21.8262	21.8994	18.7500	11.0596	11.6455	9.7656	98.7305	0.0000	0.0000
09:52:04	19.8486	20.5078	24.9756	21.0937	21.4600	21.1670	21.0937	21.3135	21.2402	21.6064	21.5332	21.8262	21.9727	18.6768	11.0596	11.4990	9.8877	98.7305	0.0000	0.0000
09:52:05	19.8486	20.5811	25.0488	21.1670	21.4600	21.2402	21.0937	21.2402	21.1670	21.5332	21.5332	21.7529	22.0459	18.5303	11.1328	11.5723	9.8877	98.7305	0.0000	0.0000
09:52:06	19.9219	20.5078	25.0488	21.0937	21.5332	21.1670	21.2402	21.1670	21.3135	21.3867	21.6064	21.6797	21.9727	18.7500	10.9863	11.5723	9.8877	98.8281	0.0000	0.0000
09:52:07	19.8486	20.5078	25.1953	21.0205	21.4600	21.2402	21.1670	21.2402	21.2402	21.5332	21.3867	21.6064	21.9727	18.5303	11.0596	11.6455	9.7656	98.8281	0.0000	0.0000
09:52:08	19.8486	20.5078	25.3418	21.1670	21.4600	21.2402	21.1670	21.3135	21.1670	21.4600	21.4600	21.6797	21.9727	18.6035	11.1328	11.4990	9.7656	98.7305	0.0000	0.0000
09:52:09	19.8486	20.5811	25.4150	21.0205	21.4600	21.1670	21.1670	21.2402	21.2402	21.5332	21.4600	21.7529	21.9727	18.6768	11.1328	11.4258	9.6436	98.7305	0.0000	0.0000
09:52:10	19.8486	20.5078	25.5615	21.0205	21.5332	21.1670	21.1670	21.3135	21.1670	21.6064	21.2402	21.8262	21.8994	18.7500	11.1328	11.6455	9.7656	98.7305	0.0000	0.0000
09:52:11	19.8486	20.5078	25.7080	21.0937	21.3867	21.2402	21.1670	21.2402	21.2402	21.4600	21.3867	21.8262	22.0459	18.7500	11.1328	11.6455	9.7656	98.8281	0.0000	0.0000
09:52:12	19.8486	20.5078	25.8545	21.0937	21.4600	21.1670	21.1670	21.3135	21.3135	21.5332	21.4600	21.8262	21.9727	18.6035	11.0596	11.4990	9.6436	98.7305	0.0000	0.0000
09:52:13	19.8486	20.5811	25.8545	21.0937	21.4600	21.2402	21.1670	21.3135	21.2402	21.5332	21.4600	21.7529	21.9727	18.8232	11.1328	11.4990	9.7656	98.8281	0.0000	0.0000
09:52:14	19.8486	20.5078	26.0010	21.0937	21.5332	21.2402	21.1670	21.3135	21.3135	21.4600	21.4600	21.7529	22.1191	18.7500	11.0596	11.4258	9.7656	98.7305	0.0000	0.0000
09:52:15	19.8486	20.5078	26.0742	21.0937	21.4600	21.1670	21.0937	21.2402	21.2402	21.5332	21.5332	21.7529	21.9727	18.5303	11.1328	11.3525	9.7656	98.7305	0.0000	0.0000
09:52:16	19.8486	20.5078	26.1475	21.1670	21.3867	21.1670	21.0937	21.3135	21.1670	21.4600	21.3867	21.8262	21.9727	18.6768	11.2061	11.5723	9.7656	98.7305	0.0000	0.0000
09:52:17	19.8486	20.5078	26.1475	21.0205	21.4600	21.2402	21.0937	21.2402	21.3135	21.5332	21.4600	21.8262	21.9727	18.6768	11.1328	11.5723	9.7656	98.8281	0.0000	0.0000
09:52:18	19.8486	20.5078	26.2939	21.0937	21.4600	21.1670	21.0937	21.2402	21.3135	21.5332	21.5332	21.8262	22.1191	18.6035	10.9863	11.4990	9.7656	98.6328	0.0000	0.0000
09:52:19	19.7754	20.5811	26.3672	21.0937	21.4600	21.2402	21.1670	21.3135	21.2402	21.3135	21.5332	21.8262	21.9727	18.7500	11.1328	11.5723	9.7656	98.8281	0.0000	0.0000
09:52:20	19.8486	20.5811	26.3672	21.0937	21.4600	21.2402	21.0937	21.3135	21.3135	21.3135	21.6064	21.6797	21.9727	18.7500	10.9863	11.4258	9.6436	98.7305	0.0000	0.0000
09:52:21	19.8486	20.5078	26.5137	21.0205	21.5332	21.1670	21.1670	21.2402	21.1670	21.4600	21.4600	21.8262	22.1191	18.6035	10.9863	11.4990	9.7656	98.8281	0.0000	0.0000
09:52:22	19.8486	20.5078	26.5869	21.0205	21.6064	21.1670	21.0937	21.2402	21.2402	21.5332	21.3867	21.6797	21.9727	18.5303	11.1328	11.4990	9.7656	98.7305	0.0000	0.0000
09:52:23	19.8486	20.5078	26.7334	21.0937	21.5332	21.1670	21.1670	21.3135	21.2402	21.6064	21.4600	21.7529	21.8994	18.6768	11.2061	11.4990	9.7656	98.7305	0.0000	0.0000
09:52:24	19.8486	20.5078	26.8066	21.0937	21.4600	21.2402	21.1670	21.2402	21.2402	21.6064	21.4600	21.6797	21.8994	18.7500	11.0596	11.4258	9.7656	98.7305	0.0000	0.0000
09:52:25	19.8486	20.5078	26.9531	21.0937	21.5332	21.1670	21.0937	21.2402	21.3135	21.5332	21.4600	21.6797	21.9727	18.6035	11.0596	11.5723	9.7656	98.7305	0.0000	0.0000
09:52:26	19.8486	20.5811	26.9531	21.0937	21.5332	21.2402	21.1670	21.3135	21.2402	21.5332	21.4600	21.8262	21.9727	18.5303	11.1328	11.4258	9.7656	98.7305	0.0000	0.0000
09:52:27	19.8486	20.5078	27.0264	21.0937	21.4600	21.1670	21.1670	21.2402	21.0937	21.3867	21.3867	21.7529	21.9727	18.7500	11.1328	11.3525	9.7656	98.6328	0.0000	0.0000
09:52:28	19.8486	20.5078	27.1729	21.1670	21.4600	21.2402	21.1670	21.2402	21.2402	21.6064	21.3867	21.6797	22.0459	18.6035	11.0596	11.4990	9.7656	98.6328	0.0000	0.0000
09:52:29	19.8486	20.5078	27.3193	21.0937	21.3867	21.2402	21.1670	21.2402	21.2402	21.5332	21.3135	21.7529	21.9727	18.6768	11.1328	11.4990	9.7656	98.8281	0.0000	0.0000
09:52:30	19.9219	20.5078	27.3193	21.1670	21.4600	21.1670	21.1670	21.3135	21.2402	21.6064	21.4600	21.8994	21.8262	18.7500	11.1328	11.4258	9.7656	98.7305	0.0000	0.0000
09:52:31	19.9219	20.5811	27.3926	21.0937	21.4600	21.1670	21.0937	21.3135	21.2402	21.5332	21.5332	21.6797	22.1924	18.7500	11.0596	11.4258	10.0098	98.7305	0.0000	0.0000
09:52:32	19.9219	20.5078	27.3926	21.0937	21.5332	21.2402	21.1670	21.2402	21.2402	21.6064	21.3867	21.6064	21.8994	18.6768	11.1328	11.4990	9.8877	98.9258	0.0000	0.0000
09:52:33	19.8486	20.5078	27.4658	21.0205	21.5332	21.1670	21.1670	21.2402	21.1670	21.5332	21.5332	21.7529	21.8994	18.7500	10.9863	11.4990	9.8877	98.7305	0.0000	0.0000
09:52:34	19.8486	20.5078	27.4658	21.0937	21.4600	21.2402	21.0937	21.3135	21.2402	21.6064	21.4600	21.6064	22.0459	18.6768	10.9863	11.5723	9.8877	98.8281	0.0000	0.0000
09:52:35	19.8486	20.5811	27.5391	21.0937	21.5332	21.2402	21.0937	21.3135	21.2402	21.5332	21.3867	21.8262	21.9727	18.7500	11.1328	11.4258	9.8877	98.7305	0.0000	0.0000
09:52:36	19.8486	20.5811	27.5391	21.0937	21.4600	21.1670	21.1670	21.3135	21.0937	21.5332	21.6064	21.8262	21.8994	18.6035	11.0596	11.5723	9.7656	98.8281	0.0000	0.0000
09:52:37	19.7754	20.5078	27.5391	21.0937	21.6064	21.1670	21.1670	21.3135	21.3135	21.3867	21.5332	21.6064	22.0459	18.6035	11.0596	11.4258	9.7656	98.8281	0.0000	0.0000
09:52:38	19.8486	20.5078	27.5391	21.0205	21.4600	21.1670	21.1670	21.3135	21.2402	21.5332	21.4600	21.6064	22.0459	18.6768	11.0596	11.4990	9.7656	98.7305	0.0000	0.0000
09:52:39	19.8486	20.5078	27.5391	21.0937	21.3867	21.2402	21.0937	21.2402	21.2402	21.5332	21.4600	21.8262	21.8994	18.6768	11.0596	11.4990	9.8877	98.8281	0.0000	0.0000
09:52:40	19.8486	20.5811	27.6123	21.0937	21.3867	21.2402	21.1670	21.3135	21.2402	21.6064	21.4600	21.7529	21.8262	18.4570	11.0596	11.4258	9.7656	98.7305	0.0000	0.0000
09:52:41	19.8486	20.5078	27.5391	21.0937	21.5332	21.2402	21.0937	21.2402	21.2402	21.5332	21.5332	21.8262	21.9727	18.7500	11.0596	11.3525	9.8877	98.7305	0.0000	0.0000
09:52:42	19.8486	20.5811	27.5391	21.0937	21.4600	21.2402	21.1670	21.2402	21.2402	21.3135	21.4600	21.6797	21.8994	18.7500	10.9863	11.4990	9.7656	98.7305	0.0000	0.0000
